ProjectName,MeetingType,MeetingDate,MeetingYear,Status,ActionTaken,StartTime,StaffCode,Title,MinutesURL,DocDate,LocationName,Latitude,Longitude
Septic to Sewer,Village Council Regular Meeting,2024-05-01,2024,Accepted,"Approved consent agenda. | Approved EC 2024- 06 STA -05 in the amount of $81,000 with Florida Acquisition & Appraisal, Inc. to assist the Village in obtaining easement and property required to construction the Broadway Ave East UEP Areas 2 & 3, approve a $8,100 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved the Assignment and Amendment of the License Agreement for Sandy Lane Right of Way Occupation, Drainage Pipe Construction and Maintenance agreement with Seminole Gulf Railway and",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-05-01,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/04172024%20minutes.pdf,2024-04-17,Cypress Bend Septic Area,26.446900,-81.811600
Septic to Sewer,Village Council Regular Meeting,2024-05-01,2024,Accepted,"Approved consent agenda. | Approved EC 2024- 06 STA -05 in the amount of $81,000 with Florida Acquisition & Appraisal, Inc. to assist the Village in obtaining easement and property required to construction the Broadway Ave East UEP Areas 2 & 3, approve a $8,100 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved the Assignment and Amendment of the License Agreement for Sandy Lane Right of Way Occupation, Drainage Pipe Construction and Maintenance agreement with Seminole Gulf Railway and",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-05-01,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/04172024%20minutes.pdf,2024-04-17,Broadway Avenue East UEP,26.442000,-81.805400
Septic to Sewer,Village Council Regular Meeting,2024-05-01,2024,Accepted,"Approved consent agenda. | Approved EC 2024- 06 STA -05 in the amount of $81,000 with Florida Acquisition & Appraisal, Inc. to assist the Village in obtaining easement and property required to construction the Broadway Ave East UEP Areas 2 & 3, approve a $8,100 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved the Assignment and Amendment of the License Agreement for Sandy Lane Right of Way Occupation, Drainage Pipe Construction and Maintenance agreement with Seminole Gulf Railway and",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-05-01,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/04172024%20minutes.pdf,2024-04-17,Estero Bay Village Septic Area,26.440800,-81.822500
Septic to Sewer,Village Council Regular Meeting,2024-05-01,2024,Accepted,"Approved consent agenda. | Approved EC 2024- 06 STA -05 in the amount of $81,000 with Florida Acquisition & Appraisal, Inc. to assist the Village in obtaining easement and property required to construction the Broadway Ave East UEP Areas 2 & 3, approve a $8,100 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved the Assignment and Amendment of the License Agreement for Sandy Lane Right of Way Occupation, Drainage Pipe Construction and Maintenance agreement with Seminole Gulf Railway and",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-05-01,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/04172024%20minutes.pdf,2024-04-17,Sunny Grove Septic Area,26.437600,-81.812800
General Council Business,Village Council Regular Meeting,2024-04-17,2024,Accepted,"Approved consent agenda. | Selected Al Paivandy, James E Tatooles, and Leonard E Scotty Wood III to a one -year term to the Planning, Zoning, and Design Board members, Dan Williams, Anthony Gargano, and Michael Sheeley to a three -year term to the Planning Zoning and Design Board and approve Resolution No. 2024- 04. | Selected Anthony Gargano as Chairperson of the Planning Zoning and Design Board. | Approved the Framework of Cooperation Between the Village of Estero and the Estero Forever Foundation. | Approved EC 2024- 29 Wright Construction Group Piggyback Agreement for Construction Manager At Risk services and to authorize the Village Manager to execute the agreeme",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-04-17,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/04032024%20minutes.pdf,2024-04-03,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,Planning Zoning & Design Board,2024-04-09,2024,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2024-04-09,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/04092024%20PZDB%20Minutes.pdf,2024-04-09,Estero Village Hall,26.428500,-81.806800
General Council Business,Village Council Regular Meeting,2024-04-03,2024,Accepted,"Approved consent agenda. | Approved EC 2023- 38 STA -02 in the amount of $203,782 for Hagerty Consulting, Inc. to assist the Village of Estero in preparing and submitting CDBG -DR Infrastructure Grant applications, approve a $20,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved EC 2024- 27 Chris -Tel Construction Piggyback Agreement for Construction Manager at Risk services and to authorize the Village Manager to execute the agreement and any related documents or amendments as may",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-04-03,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/03202024%20minutes.pdf,2024-03-20,Estero Village Hall,26.428500,-81.806800
General Council Business,Village Council Regular Meeting,2024-03-20,2024,Accepted,"A pproved consent agenda. | A pprove d EC 2024- 26 in the amount of $1,967,667 for Hellas Construction, Inc. to install artificial turf on The Jeff Sommer Stadium football field, approve a $197,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | A pprove d the attached Professional Services agreement with Vieste, LLC. | P assed first reading of Ordinance No. 2024- 01 and set second reading for March 20, 2024. | P assed first reading of Ordinance No. 2024- 02 and set second reading for March 2",9:30 am,DA/MI,Village Council Meeting Minutes — 2024-03-20,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/03062024%20minutes.pdf,2024-03-06,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,Planning Zoning & Design Board,2024-03-12,2024,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2024-03-12,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/03122024%20PZDB%20Minutes.pdf,2024-03-12,Estero Village Hall,26.428500,-81.806800
BERT Rail Trail,Village Council Regular Meeting,2024-02-21,2024,Accepted,"Approved consent agenda. | A pprove da perpetual sidewalk easement agreement with GL Homes to obtain an easement for the path along the River Creek Community and pay GL Homes $104,994.23 after they build the path using asphalt as the material, approve a $10,000 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the sidewalk easement agreement and other additional implementing documents within the scope of the agreement on behalf of the Village of Estero | P assed first reading of Ordinance No. 2024- 03 and set second reading for March 6, 2024.",9:30 am,ON/CO,Village Council Meeting Minutes — 2024-02-21,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/02212024%20minutes.pdf,2024-02-21,BERT Rail Trail Corridor,26.433900,-81.815700
Corkscrew Road,Village Council Regular Meeting,2024-02-21,2024,Accepted,"Approved consent agenda. | Approved schedule for Planning Zoning and Design Board appointments. Village | Adopted Resolution No. 2024- 03. | Approved EC 2024- 06 STA - 02 in the amount of $47,200 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Sandy Lane Bike/Ped Improvements Project, approve a $4,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved EC 2024- 06 STA -03 in the amount of $200,600 for Florida Acquisition &",9:30 am,ON/CO,Village Council Meeting Minutes — 2024-02-21,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/02072024%20minutes.pdf,2024-02-07,Corkscrew Road Widening Corridor,26.436300,-81.770100
Corkscrew Road,Village Council Regular Meeting,2024-02-21,2024,Accepted,"Approved consent agenda. | Approved schedule for Planning Zoning and Design Board appointments. Village | Adopted Resolution No. 2024- 03. | Approved EC 2024- 06 STA - 02 in the amount of $47,200 for Florida Acquisition & Appraisal Inc. to provide easement acquisition services for the Sandy Lane Bike/Ped Improvements Project, approve a $4,700 contingency for additional services that may be required to complete the project, and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved EC 2024- 06 STA -03 in the amount of $200,600 for Florida Acquisition &",9:30 am,ON/CO,Village Council Meeting Minutes — 2024-02-21,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/02072024%20minutes.pdf,2024-02-07,Corkscrew Rd / Puente Lane,26.431200,-81.784700
General Planning & Zoning,Planning Zoning & Design Board,2024-02-13,2024,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2024-02-13,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/02132024%20PZDB%20Minutes.pdf,2024-02-13,Estero Village Hall,26.428500,-81.806800
General Council Business,Village Council Regular Meeting,2024-01-24,2024,Accepted,"Approved consent agenda. | Approved Interlocal Agreement for Election Services with the Supervisor of Elections. Village | Approved EC 2024- 10 in the amount of $151,440 for CW3 Engineering, Inc. to provide construction engineering and inspection services for the Estero on the River Phase 1 Improvements, approve a $15,000 contingency for additional services tha t may be required to complete the project and authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approved EC 2024- 09 in the amount of $490,560.65 for HighSpans Engineering, Inc. to provide construction engineering and ins",9:30 am,ON/CO,Village Council Meeting Minutes — 2024-01-24,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/01242024%20minutes.pdf,2024-01-24,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,Planning Zoning & Design Board,2024-01-09,2024,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2024-01-09,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2024%20Minutes/PZDB/01092024%20PZDB%20Minutes.pdf,2024-01-09,Estero Village Hall,26.428500,-81.806800
Corkscrew Road,Village Council Regular Meeting,2024-01-03,2024,Accepted,"Adopted the Village of Estero Information Security Policy. Village | Accepted a payment of $30,000 from ProEnergy, LLC, in compromise of the Village’s code enforcement lien on the owner’s property at 8800 Corkscrew Road, and to authorize the Village Manager or his designee to file a release of lien once the payment has been made. Vote : (Roll Call) Aye: | Approved Contract EC 2024-07 with Johnson Engineering, Inc. to prepare the Village Wide Traffic Study for $249,480, approve a $25,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents within the scope of the contract on behalf of the Village of Estero | Approve d contract EC 2024- 06 with Florida Acquisition Services to provide right -of-way acquisition services to the Village of Estero and authorize the Village Manager to sign the contract and other implementing documents within the scope of the contract on behalf of the Village of Estero | Approve d Change Order No. 1 in the amount of $8,500.00 to Contract EC 2022- 83 with National Water Main Cleaning Company for the gravity sewer line testing in the Estero Bay Village, Sunny Grove, and Cypress Bend mobile home developments, approve a 10% (of the total project cost) project contingency of $9,400, and authorize the Village Manager to Village",9:30 AM,,Village Council Meeting Minutes — 2024-01-03,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/01032024%20minutes.pdf,2024-01-03,Corkscrew Road Widening Corridor,26.436300,-81.770100
Corkscrew Road,Village Council Regular Meeting,2024-01-03,2024,Accepted,"Approved consent agenda. | Adopted the Village of Estero Information Security Policy. Village | Accepted a payment of $30,000 from ProEnergy, LLC, in compromise of the Village’s code enforcement lien on the owner’s property at 8800 Corkscrew Road, and to authorize the Village Manager or his designee to file a release of lien once the payment has been made. | Approved Contract EC 2024-07 with Johnson Engineering, Inc. to prepare the Village Wide Traffic Study for $249,480, approve a $25,000 contingency for additional services that may be required to complete the project, authorize the Village Manager to sign the contract and other additional implementing documents with",9:30 am,ON/CO,Village Council Meeting Minutes — 2024-01-03,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/01032024%20minutes.pdf,2024-01-03,Corkscrew Rd / Puente Lane,26.431200,-81.784700
General Council Business,Village Council Regular Meeting,2024-01-03,2024,Accepted,"Approved consent agenda. | Approved Construction Manager At Risk agreement between Village of Estero and Wright Construction Group, Inc. and to authorize the Village Manager to execute the agreement and any related documents or amendments as may be necessary, except for the Guaranteed Maximum Price amendment, which will be approved by | Approved award of Supplemental Task Authorization 02 to Contract EC 2022-35 to Kimley Horn to provide preliminary design services for the River Oaks Preserve for $97,900, approve a $10,000 contingency for additional services that may be required to complete the project, and Village",9:30 am,ON/IN,Village Council Meeting Minutes — 2024-01-03,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/12062023%20minutes.pdf,2023-12-06,Estero Village Hall,26.428500,-81.806800
General Council Business,Village Council Regular Meeting,2023-12-13,2023,Accepted,"Affirm ed the decision of the Planning Zoning & Design Board to issue the development order , including the conditions that have been set fo rth therein.",9:30 am,TS/AF,Village Council Meeting Minutes — 2023-12-13,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/12132023%20minutes.pdf,2023-12-13,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,Planning Zoning & Design Board,2023-12-12,2023,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2023-12-12,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/12122023%20%20%20PZDB%20Minutes.pdf,2023-12-12,Estero Village Hall,26.428500,-81.806800
General Council Business,Village Council Regular Meeting,2023-12-06,2023,Accepted,"Approved consent agenda. | Passed first reading and set second reading for December 6, 2023. | Passed first reading and set second reading for December 6, 2023. | Passed second reading of Ordinance No. 2023- 03 with the recommended changes from the Planning Zoning and Design Board of changing the size of the accessory garage to 580 square feet instead of 500 square feet, strike the language “may not exceed two doors and two bays ”, and on page 2 number 2 change 240 square feet to 280 square feet .",9:30 am,ON/IN,Village Council Meeting Minutes — 2023-12-06,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/11152023%20minutes.pdf,2023-11-15,Estero Village Hall,26.428500,-81.806800
General Council Business,Village Council Regular Meeting,2023-11-15,2023,Accepted,Approved consent agenda with agenda.,9:30 am,ON/CO,Village Council Meeting Minutes — 2023-11-15,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/11012023%20minutes.pdf,2023-11-01,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,Planning Zoning & Design Board,2023-11-14,2023,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2023-11-14,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/11142023%20%20%20PZDB%20Minutes.pdf,2023-11-14,Estero Village Hall,26.428500,-81.806800
General Council Business,Village Council Regular Meeting,2023-10-18,2023,Accepted,Approved consent agenda with agenda item 5b removed.,9:30 am,ON/IN,Village Council Meeting Minutes — 2023-10-18,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/10042023%20minutes.pdf,2023-10-04,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,Planning Zoning & Design Board,2023-10-10,2023,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2023-10-10,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/10102023%20%20%20PZDB%20Minutes.pdf,2023-10-10,Estero Village Hall,26.428500,-81.806800
General Council Business,Village Council Regular Meeting,2023-09-20,2023,Accepted,"Approved consent agenda. Village | Approved award Misc. Contractor Services contract EC 2019- 66 STA 40 with P & T Lawn & Tractor Services for $254,934 to install new landscaping within US 41 Medians 6- 12, approve a contingency fund amount of $25,500 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may occur, and authorize the Village Manager to execute the contract documents on behalf of the Village of Estero | Approved award EC 2019- 66 Supplemental Task Authorization (STA) - 41 for the eng agement of a Contractor to construct and install a monument sign on Three Oaks Parkway at a total cost of $74,449, approve a contingency fund amount of $7,500",9:30 am,ON/CO,Village Council Meeting Minutes — 2023-09-20,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/09072023%20minutes.pdf,2023-09-07,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,Planning Zoning & Design Board,2023-09-12,2023,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2023-09-12,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/09122023%20%20%20PZDB%20Minutes.pdf,2023-09-12,Estero Village Hall,26.428500,-81.806800
General Council Business,Village Council Regular Meeting,2023-09-07,2023,Accepted,"Approved Resolution 2023- 20 waiving the provision of SECTION 5, NUMBER 2 .",9:30 am,TD/CS,Village Council Meeting Minutes — 2023-09-07,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/08292023%20minutes.pdf,2023-08-29,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,Planning Zoning & Design Board,2023-08-22,2023,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2023-08-22,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/08222023%20%20%20PZDB%20Minutes.pdf,2023-08-22,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,Planning Zoning & Design Board,2023-08-08,2023,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2023-08-08,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/08082023%20%20%20PZDB%20Minutes.pdf,2023-08-08,Estero Village Hall,26.428500,-81.806800
Septic to Sewer,Village Council Regular Meeting,2023-07-26,2023,Accepted,"Approv ed the Consent Agenda . Vot e: (Roll Call) Aye : | Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agre ement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads. | Approved a Sovereignty Submerged Lands easement with the Florida Department of Environmental Protection for the Sunny Groves force main and authorize the Village Mayor to sign the easement and any other associated documents on behalf of the Village.",9:30 am,ON/CO,Village Council Meeting Minutes — 2023-07-26,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07262023%20minutes.pdf,2023-07-26,Estero Bay Village Septic Area,26.440800,-81.822500
Septic to Sewer,Village Council Regular Meeting,2023-07-26,2023,Accepted,"Approv ed the Consent Agenda . Vot e: (Roll Call) Aye : | Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agre ement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads. | Approved a Sovereignty Submerged Lands easement with the Florida Department of Environmental Protection for the Sunny Groves force main and authorize the Village Mayor to sign the easement and any other associated documents on behalf of the Village.",9:30 am,ON/CO,Village Council Meeting Minutes — 2023-07-26,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07262023%20minutes.pdf,2023-07-26,Sunny Grove Septic Area,26.437600,-81.812800
Septic to Sewer,Village Council Regular Meeting,2023-07-26,2023,Accepted,"Approv ed the Consent Agenda . Vot e: (Roll Call) Aye : | Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agre ement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads. | Approved a Sovereignty Submerged Lands easement with the Florida Department of Environmental Protection for the Sunny Groves force main and authorize the Village Mayor to sign the easement and any other associated documents on behalf of the Village.",9:30 am,ON/CO,Village Council Meeting Minutes — 2023-07-26,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07262023%20minutes.pdf,2023-07-26,Cypress Bend Septic Area,26.446900,-81.811600
Septic to Sewer,Village Council Regular Meeting,2023-07-26,2023,Accepted,"Approv ed the Consent Agenda . Vot e: (Roll Call) Aye : | Adopted Agreement to Transfer Ownership, Operation and Maintenance of the T&T Water Management System and Dedication and Conveyance of Related Roads and the Supplement to Agre ement to Transfer Ownership, Operation, and Maintenance of a Portion of the T&T Water Management System and for Dedication and Conveyance of Roads. | Approved a Sovereignty Submerged Lands easement with the Florida Department of Environmental Protection for the Sunny Groves force main and authorize the Village Mayor to sign the easement and any other associated documents on behalf of the Village.",9:30 am,ON/CO,Village Council Meeting Minutes — 2023-07-26,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07262023%20minutes.pdf,2023-07-26,Broadway Avenue East UEP,26.442000,-81.805400
General Planning & Zoning,Planning Zoning & Design Board,2023-07-25,2023,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2023-07-25,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07252023%20%20%20PZDB%20Minutes.pdf,2023-07-25,Estero Village Hall,26.428500,-81.806800
General Planning & Zoning,Planning Zoning & Design Board,2023-07-11,2023,Accepted,No action extracted - verify PDF,,,PZ&DB Meeting Minutes — 2023-07-11,https://estero-fl.gov/wp-content/uploads/library-ada/minutes/2023%20MINUTES/PZDB/07112023%20%20%20PZDB%20Minutes.pdf,2023-07-11,Estero Village Hall,26.428500,-81.806800
BERT Rail Trail,Village Council Regular Meeting,2023-07-05,2023,Accepted,"Approv ed the Consent Agenda. Vot e: (Roll Call) Aye: | Adopted Resoluti on No. 2023- 12. | Approved award of Suppleme ntal Task Authorization 06 to Contract EC 2022- 38 to Johnson Engineering to provide water monitoring services for The Village of Estero for $146,340, approve a $14,600 contingency for additional services that may be required to complete the project and authorize the Village Manager to sign the STA and other additional impleme nting documents within the scope of the STA on behalf of the Village of Estero | App roved of RFB 2023- 07, Sandy Lane Path Prefabricated Bridge to Contech Engine ered Solutions, LLC to provide the bridge as provided in the contract, at a grand total c",9:30 am,ON/CO,Village Council Meeting Minutes — 2023-07-05,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/07052023%20%20minutes.pdf,2023-07-05,BERT Rail Trail Corridor,26.433900,-81.815700
Corkscrew Road,Village Council Regular Meeting,2023-06-21,2023,Accepted,"Approved the Consent Agenda. Vot e: (Roll Cal l) Aye: | Approved STA 02 to Contract EC 2022- 29 with Weston & Sampson to design and permit the extension of utilities to Cypress Park Circle for $311,650, approve a $31,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Village | Approved award of Request for Bi ds No. RFB 2023- 04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may o",9:30 am,ON/CO,Village Council Meeting Minutes — 2023-06-21,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/06212023%20%20minutes.pdf,2023-06-21,Corkscrew Road Widening Corridor,26.436300,-81.770100
Corkscrew Road,Village Council Regular Meeting,2023-06-21,2023,Accepted,"Approved the Consent Agenda. Vot e: (Roll Cal l) Aye: | Approved STA 02 to Contract EC 2022- 29 with Weston & Sampson to design and permit the extension of utilities to Cypress Park Circle for $311,650, approve a $31,000 contingency (10%) for additional services that may be required to complete the project, and authorize the Village Village | Approved award of Request for Bi ds No. RFB 2023- 04, 8801 Corkscrew Road Structure Demolition to Southwest Builders Inc. to demolish the structure located at 8801 Corkscrew Road at a grand total cost of $106,890, approve a contingency fund amount of $10,689 (an amount equal to 10% of the total project cost) to cover unforeseen circumstances which may o",9:30 am,ON/CO,Village Council Meeting Minutes — 2023-06-21,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/06212023%20%20minutes.pdf,2023-06-21,Corkscrew Rd / Puente Lane,26.431200,-81.784700
General Council Business,Village Council Regular Meeting,2023-06-21,2023,Accepted,Approved the Consent Agenda . Vot e: (Roll Call) Aye: | Approved Village | Approved Supplemental | Pass ed First Reading of Ordinance 2023 -04 and set | M oved Capital Improvement Hearing and Resolution 2023- 11 on to second,9:30 am,ON/CO,Village Council Meeting Minutes — 2023-06-21,https://github.com/krocks9903/EagleGIS/blob/script/pdfs/06072023%20%20minutes.pdf,2023-06-07,Estero Village Hall,26.428500,-81.806800
